dataset,province,metric,year,value,unit,current_source_name,current_source_url,current_source_doc,retrieved_date,current_audit_status,row_level_official_url,row_level_official_document_id,row_level_official_status,required_evidence,next_action
provincial_pv_capacity_2024,陕西,scaled PV capacity,2024,34.366,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,河南,scaled PV capacity,2024,43.537,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,安徽,scaled PV capacity,2024,43.158,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,广东,scaled PV capacity,2024,41.198,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,福建,scaled PV capacity,2024,12.596,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,江西,scaled PV capacity,2024,25.666,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,湖南,scaled PV capacity,2024,18.754,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,湖北,scaled PV capacity,2024,35.137,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,广西,scaled PV capacity,2024,20.544,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,海南,scaled PV capacity,2024,7.416,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,云南,scaled PV capacity,2024,37.269,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,贵州,scaled PV capacity,2024,19.877,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,四川,scaled PV capacity,2024,10.834,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,重庆,scaled PV capacity,2024,3.101,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,辽宁,scaled PV capacity,2024,12.152,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,吉林,scaled PV capacity,2024,5.836,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,黑龙江,scaled PV capacity,2024,7.179,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,北京,scaled PV capacity,2024,1.304,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,天津,scaled PV capacity,2024,7.249,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,上海,scaled PV capacity,2024,4.118,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
provincial_pv_capacity_2024,西藏,scaled PV capacity,2024,4.043,GW,National Energy Administration,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,2026-07-01,row-level official complete,https://www.nea.gov.cn/20250221/f04452701c914d51a89d0c0ea6f4acd1/c.html,2024 PV power construction status table with provincial cumulative grid-connected capacity,complete,Official provincial or national table that reports the 2024 province value or a reproducible official aggregation path,No action for this row
nea_pv_utilization_rate_2024,上海,PV generation utilization rate,2024,100.0,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,云南,PV generation utilization rate,2024,96.7,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,内蒙古,PV generation utilization rate,2024,95.5,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,北京,PV generation utilization rate,2024,99.8,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,吉林,PV generation utilization rate,2024,97.5,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,四川,PV generation utilization rate,2024,98.1,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,天津,PV generation utilization rate,2024,99.0,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,宁夏,PV generation utilization rate,2024,95.3,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,安徽,PV generation utilization rate,2024,99.9,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,山东,PV generation utilization rate,2024,98.5,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,山西,PV generation utilization rate,2024,98.2,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,广东,PV generation utilization rate,2024,99.9,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,广西,PV generation utilization rate,2024,98.6,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,新疆,PV generation utilization rate,2024,92.2,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,江苏,PV generation utilization rate,2024,99.9,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,江西,PV generation utilization rate,2024,99.0,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,河北,PV generation utilization rate,2024,96.1,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,河南,PV generation utilization rate,2024,98.1,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,浙江,PV generation utilization rate,2024,100.0,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,海南,PV generation utilization rate,2024,99.8,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,湖北,PV generation utilization rate,2024,97.6,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,湖南,PV generation utilization rate,2024,99.4,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,甘肃,PV generation utilization rate,2024,91.3,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,福建,PV generation utilization rate,2024,100.0,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,西藏,PV generation utilization rate,2024,68.6,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
nea_pv_utilization_rate_2024,贵州,PV generation utilization rate,2024,98.0,percent,National Energy Administration,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,2026-07-01,row-level official complete,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,2024 National renewable power development monitoring and evaluation result Table 4,complete,Official national table that reports the 2024 province or reporting-region PV generation utilization rate,No action for this row
