path,group,role,exists,bytes,sha256
docs/SI_PROVINCIAL_SOURCE_EVIDENCE_MATRIX.md,provenance,Provincial row-level source evidence worklist,True,1542,42fe8ec18d22d7cab5e5ecbbd9610c4a2700deb6a0d41a4b47cf785f25a8ddd9
docs/EXTERNAL_VALIDATION_AUDIT.md,provenance,External validation local audit,True,5132,5b7bd69c8b2cff97aaa13b229383cc7628da910008f7f51370420f273beb36c8
docs/GOVERNMENT_PV_GENERATION_INVENTORY_AUDIT.md,provenance,Government provincial PV generation inventory acquisition audit,True,4153,17c8dd91a0638574b05d23df74b3377a609754a91dfc0045478056a048b601f7
docs/NBS_MANUAL_EXPORT_PROTOCOL.md,provenance,Manual protocol for official provincial PV generation export,True,2414,128441e8737d1706e623378054a968453d597a164efe90ec258e725facd02ea6
docs/SI_GOVERNMENT_PV_GENERATION_INVENTORY_VALIDATION.md,provenance,Candidate government provincial PV generation inventory validation,True,955,fe63af63b4f5583d6c8aadbc36477f0cbc97ba20c0bef75de70711c143400941
docs/SI_NATIONAL_EXTERNAL_VALIDATION.md,provenance,National aggregate external validation check,True,3281,66a49f1eddddb048ca8d1598dacc87121f6fe65ff1df861f94b1032756369254
docs/SI_PV_UTILIZATION_EXTERNAL_VALIDATION.md,provenance,Location-resolved PV utilization external validation,True,2061,13ee6988cff53696434be6493640f608e1f84515833b5a11d5136e630f6d79ee
docs/SI_NBS_SPATIAL_GENERATION_VALIDATION.md,provenance,NBS spatial absolute generation context,True,2069,5d0c3be0874f4a66abdce1b967bcb840270f94de3d5035b5e95d97b41d03be3b
docs/SI_CTGR_SPATIAL_PV_GENERATION_VALIDATION.md,provenance,CTGR spatial PV generation sample validation,True,2872,b0d2a1d41e4feecb3b66fede82e9bbfa9823ef932080f941e5718dcfbd92ac0d
docs/REFERENCE_AUDIT.md,provenance,Crossref DOI audit,True,2558,4a73e5a2d60caa83d466fc8e00c5713bff2be3c98c25fa24b647e81d2fc52ca3
docs/JOULE_PLUS_GAP_AUDIT.md,review audit,Remaining submission risks,True,6115,c5aa072a40573a0b670fafcc09ac3f9a7b8f8c4623474332e6297bfe47386381
docs/SCIENTIFIC_HARDENING_CHECKLIST.md,review audit,Scientific hardening checklist,True,5925,d7e889388c8ec8fde694b090efda93197476def42bb77124f547f4a54bac18f4
docs/SI_SCIENTIFIC_DEFENSE_TABLES.md,SI evidence,Validation and robustness tables,True,5229,60f18b5b7c80f9fe55a40e1473404ac7a29ab825fe89620fa215aa0921f789bd
docs/SI_GRID_UNCERTAINTY.md,SI evidence,ERA5 grid uncertainty appendix,True,2133,001f4987dddf82b367ad13514cf38794c10ca32b1b9928a33c0c0da72aebe43a
docs/SI_CLOUD_SPECTRAL_SENSITIVITY.md,SI evidence,Cloud spectral boundary appendix,True,1410,e73d43b45713a17821a442a234e8358099ad0a572647e9850696297a91349492
docs/SI_SILICON_BASELINE_SENSITIVITY.md,SI evidence,Modern silicon baseline sensitivity,True,1941,cdd576f451f44c2bb316fd2a74b95468c73aecb6acfd2663c33ad0461f221b4d
docs/SI_PEROVSKITE_PARAMETER_SENSITIVITY.md,SI evidence,Perovskite parameter sensitivity,True,2191,56acf01f3c99d892b0545fa6b79784a020edb49560028501f26ae69f7bee484f
docs/SI_MECHANISM_SPECIFICITY.md,SI evidence,Mechanism specificity checks,True,1623,d2a6f99af55b88e739e1b9ba21306aa359d6d85b9cd285dd04004bcadeb7e3c2
docs/SI_TRANSFERABILITY_BOUNDARY.md,SI evidence,Mechanism phase-plane transferability boundary,True,1830,f2edff23ed24f0c41d843a34b24b95a46878e0fd6cf0af4c884c35ff7c983c76
data/source_tables/provincial_pv_capacity_2024.csv,source table,Provincial PV capacity,True,11894,0bb0639ead3dd8e2cb4805f52df9fcd987102856d207c30155b229007b3a6141
data/source_tables/provincial_fleet_hours_2024.csv,source table,Provincial fleet utilisation hours,True,11736,a89be788e9582bbde3dcfd858fd46a4f72d8d0eab1496c147b48afb3fbb18892
data/source_tables/nea_pv_utilization_rate_2024.csv,source table,NEA regional PV generation utilization rates,True,10598,f68d7e869ffd8ea7a7f359175bd585d706e0b23c9a88a56707f0836a3dae590c
data/source_tables/nbs_provincial_total_power_generation_2024.csv,source table,NBS provincial total electricity generation,True,8588,99b671fb68a191377db082fbd580929e750ab2507d1ec823d3b4b25008df8b11
data/source_tables/ctgr_pv_generation_by_region_2024.csv,source table,CTGR operating-region PV generation,True,10238,149acdc72cb6e46daf966285ec44942ee1f22faaeae55dc4ef8c10bb0b5e37ce
data/source_tables/nea_2024_pv_construction.jpeg,source evidence,NEA 2024 PV construction official table image,True,250942,12ce026ce5ac9e3444cfce47f5d90996b9e3a8cc049fdaa4208ab08b03bbbbe5
data/source_tables/nea_2024_renewable_monitoring_result.doc,source evidence,NEA renewable monitoring official attachment,True,186880,b2c460a50a2bcd379b1a8c18b0b4c992fffff047dc8c5bb775aa7845ccd62449
data/source_tables/nbs_2025_yearbook_C09_19.jpg,source evidence,NBS 2025 yearbook Table 9-19 official image,True,250455,7b1d1c5d526905e4611c80f9fd97b637de3b62385218733aa20b55599b0f4d75
data/source_tables/sse_600905_2024_annual_report.pdf,source evidence,CTGR 2024 annual report official exchange filing,True,2061339,26a8e5d9285ccd857081ed3033d37ad1bae36a89b8c4818b4978e1ba88412edf
outputs/figures/NEWFig1_inversion.png,main figure,Fig 1 image,True,625890,54826c16d493e6ff0961a093faefb8cf29cbbc380553aadde014d71d790fc206
outputs/figures/NEWFig2_mechanisms.png,main figure,Fig 2 image,True,517267,855d8220c8213138d94d6097940442f04d3e78cb4667a63f223847d003981512
outputs/figures/NEWFig3_segmentation.png,main figure,Fig 3 image,True,355476,48fc1905dd55710c0d2ffd6fa5dd43f6dcbba3635efdbedbbf26d36a00982ce3
outputs/figures/NEWFig4_economics_timing.png,main figure,Fig 4 image,True,423273,8c51e1d5304569f61943f37f3a3298b4f391da915f871b2fa943382adda49317
outputs/figures/NEWFig5_deployment.png,main figure,Fig 5 image,True,461081,b9627959f52c5a9129dd8dd631a17e72faa6336fa46b9beba704e72ebe5355a3
outputs/si_source_audit_status.csv,SI data,Source-audit summary data,True,377,258f11af03654b6917e1afc27316522689481195a0c8244b7a4ec3bbf54abb46
outputs/provincial_source_evidence_matrix.csv,SI data,Provincial row-level source evidence worklist,True,38104,ba4dbb4920d2ea7309c1c5d018553b6d77ce810e5a1079534e26bd8f2b83cbb6
outputs/external_validation_local_audit.csv,SI data,External validation local audit data,True,3465,41d6fc9e3e92e46a04916641e62e44800250ee2db0da53d8a12ef2dd3407d8ef
outputs/government_pv_generation_inventory_audit.csv,SI data,Government provincial PV generation inventory acquisition audit data,True,3410,2a20160e927ef61ec6e20aa0b26ff26a09987b867aa88e6a3959b9989c0205fb
outputs/government_pv_generation_inventory_validation.csv,SI data,Candidate government provincial PV generation inventory validation data,True,586,a480851d88045b1f2dd022d69b62ee938bf64e174216458f4182e68e5dae4d12
outputs/si_national_external_validation.csv,SI data,National aggregate external validation data,True,1909,cef23751b77f24b4dccf953f0e15dbb07b3e4839c015ccc42838d13c9ad04313
outputs/si_pv_utilization_external_validation.csv,SI data,Location-resolved PV utilization external validation data,True,9207,82ee859f284215945ebef7adf6443defc01eeecdc145dc927fa1bcd8c4fd60e8
outputs/si_pv_utilization_external_validation_summary.csv,SI data,Location-resolved PV utilization external validation summary,True,242,d58a2651f016466cbba2d01a881b61e04070bedfd1362bd909a4f5f3521c542a
outputs/si_nbs_spatial_generation_validation.csv,SI data,NBS spatial generation validation data,True,9210,d9403e7b1cd68e745719bf0224dca72870951416d4b16c62571408ba908a6e2c
outputs/si_nbs_spatial_generation_validation_summary.csv,SI data,NBS spatial generation validation summary,True,452,7da4f4b894de16230b6219e8e1b965af0c38fe81109418cc8e8c8e69194f380e
outputs/si_ctgr_spatial_pv_generation_validation.csv,SI data,CTGR spatial PV generation validation data,True,11394,0710ff15f82a0af92918a9c278482a3a32d2075efac488cb573b22a298ae0149
outputs/si_ctgr_spatial_pv_generation_validation_summary.csv,SI data,CTGR spatial PV generation validation summary,True,1010,728b76428dacda91d8428ccfea54f89f90fe7079b8ea0c19371f159e8ce7aa14
outputs/si_silicon_baseline_sensitivity_summary.csv,SI data,Silicon baseline summary data,True,684,5eb436ad2629f2b3845c9465072ef234cf8f08c9a8a16a7e7acee02ac04cb98f
outputs/si_perovskite_parameter_sensitivity_summary.csv,SI data,Perovskite parameter summary data,True,1353,1be68b3a224a759ef8a9b908ca940d024d14a30b13e0640148f9bd2ba05f6c9e
outputs/si_mechanism_specificity.csv,SI data,Mechanism specificity data,True,710,12ac58d9ed26a1158098057ddf31ab537a9c4b8f9852255c967a18bcf59fc5a2
outputs/si_transferability_phase_summary.csv,SI data,Transferability phase-plane summary,True,587,18862e00ab4f67ca9a16532b31263b476a1f6200ee2eff6dc7fd9b129a6d921f
outputs/figures/SI_transferability_phase_plane.png,SI figure,Transferability phase-plane figure,True,131986,b482c6b330477d1141016ca5364493f11248a070e1b716bfbcb0a7dffb1aa6e0
outputs/si_grid_uncertainty_quantiles.csv,SI data,Grid uncertainty quantiles,True,173,ca7d50f2e0d4fe33b8f969311900112eaa118512a61517192a83d36b07365b32
outputs/si_cloud_spectral_sensitivity_summary.csv,SI data,Cloud spectral summary data,True,668,affcf2f15261ee2b9125d4aed02146605f287fc5d492574df26cc4cf43b1d43b
pvsim/materials.py,core code,Device parameter definitions,True,12778,63858998c3ba0d92dc40c371a33bf2e353f22f98a07abda2e62662206c53460a
pvsim/source_data.py,core code,Versioned source-table loaders,True,3446,b71b745d30e48a585b7cb64a9a1cb648f5b42e6b0cf5404e3ac88ee6285d4cc5
pvsim/economic_priors.py,core code,Monte Carlo economic priors,True,6802,55010b0deb1b04a123dd4c18436ca878a7bef9a88a1c28a0e352273dacbdd576
scripts/source_audit_gate.py,analysis script,Source-audit release gate,True,7319,1f2202f11fb11e2fed739c4c78a2d66ae3cdd2ffa695d3c133dd61a6d739f53c
scripts/provincial_source_evidence_matrix.py,analysis script,Provincial source evidence worklist,True,7459,3625ea436042303ff80477edf114c2b181b8239b14ac6a7a100bcc1f09abe130
scripts/external_validation_audit.py,analysis script,External validation local audit,True,12368,42625939640cc4741f142ca96ea7061d0a2d33f8d48dfe686a123ded285ce2cb
scripts/government_pv_generation_inventory_audit.py,analysis script,Government provincial PV generation inventory acquisition audit,True,10290,53099449ac3cb689745c4b44cd4bce72b1f223a3df1560f66d7ebc15fcd56293
scripts/validate_government_pv_generation_inventory.py,analysis script,Candidate government provincial PV generation inventory validation,True,11078,9c761fd0e38d81a761b0072cd9de8763e302ef1846bd6253f384cba61ecb2708
scripts/national_external_validation.py,analysis script,National aggregate external validation,True,13305,39d358009f427360793a61eed3ae3fdb3cec97962285ffa219d3f4ced3729ff4
scripts/pv_utilization_external_validation.py,analysis script,Location-resolved PV utilization external validation,True,7209,fb9fa515766d92b46b0af933dc31d8650d936a0de2571a687c5bc1323d30184d
scripts/nbs_spatial_generation_validation.py,analysis script,NBS spatial generation validation,True,6426,aeb2bd87c6d625fdaf4f0b8e8912302cd287108d49732b1f82fa2a25d87df6cb
scripts/ctgr_spatial_pv_generation_validation.py,analysis script,CTGR spatial PV generation validation,True,9843,766006c53233395d3d98c6f22d0ff793fbb3a824e7bf64c20d5d67ae4beb9497
scripts/silicon_baseline_sensitivity.py,analysis script,Silicon baseline sensitivity,True,7218,31521a258d37424244b3827a209c3cea1e86ac0cc3b84c0dcb957ecbe4b100df
scripts/perovskite_parameter_sensitivity.py,analysis script,Perovskite parameter sensitivity,True,7014,2dd52e05308a63a72a0b7ade2a2372cb16ad7f932127923cee862a4b7045c492
scripts/mechanism_specificity.py,analysis script,Mechanism specificity checks,True,5785,cc5a302bc826d52978e0e60d342d9dd6ab004c949dafb4a27dcf0b52926e1adb
scripts/global_transferability_boundary.py,analysis script,Transferability phase-plane boundary,True,8659,a7606a9f3f62158009c623b393d5b66f2cd517e11e0d44920376d5094c5a608c
scripts/grid_uncertainty_appendix.py,analysis script,Grid uncertainty appendix,True,4392,02fbc31449d408a8c15688139ca758ca7bb5711b14de3bba136cfe16c1ca4454
scripts/cloud_spectral_sensitivity.py,analysis script,Cloud spectral boundary test,True,5867,5bb3f58b8c74cebb4c787af23e186fc3b0ba9314bef97c61b6f0248259265936
tests/test_data_integrity.py,tests,Source-table and capacity closure tests,True,1987,d99fcc0ba2425bab3053ce198847368e97108ce0ade5c2c6c447597b4f5117d7
tests/test_external_validation_audit.py,tests,External validation local audit tests,True,2677,15fb08e8216d5087ff12599df0ea2662eaf7e9650586496c1ee21394c895f632
tests/test_government_pv_generation_inventory_audit.py,tests,Government provincial PV generation inventory acquisition audit tests,True,932,f10e9da83873f00092db72cbd5016a80a6bbdd94f7e3c180e9bb5c9d9e1f30fb
tests/test_validate_government_pv_generation_inventory.py,tests,Candidate government provincial PV generation inventory validation tests,True,2292,2b3569bda9b8861443fba93b04d835c998b05a1bef553456bc830174c104d8c5
tests/test_national_external_validation.py,tests,National aggregate external validation tests,True,1313,c73274149d9a48c56e32885b732ba4be48239a273d4197daecee224cebd3a203
tests/test_pv_utilization_external_validation.py,tests,Location-resolved PV utilization external validation tests,True,1234,35ea2083cd31a9566cda4a8898080dfcb64da5760e9a25ddd59ed39b293d61a5
tests/test_nbs_spatial_generation_validation.py,tests,NBS spatial generation validation tests,True,905,4b1905756c46f358130061a6b43aeab4a07f6c500a375bea95313917e1279e7d
tests/test_ctgr_spatial_pv_generation_validation.py,tests,CTGR spatial PV generation validation tests,True,1272,b094eb735bce636e2d7223b53e351d784a6b6596dfc7290ca7c27db926f62d44
tests/test_source_audit_gate.py,tests,Source-audit gate tests,True,953,787905952385906c33a2ba5047b1686e3e0b93d8b7af746cfae3ff830bf1959c
tests/test_provincial_source_evidence_matrix.py,tests,Provincial source evidence worklist tests,True,1041,983565df21fa77fed683fef2e95d8f2aab985b6d49453ab5d78061f3084e28fb
tests/test_silicon_baseline_sensitivity.py,tests,Silicon baseline sensitivity tests,True,458,e055b5befdda0cc3a53cc38b66334c0300620f65c5b569bbf030accbbdb27a43
tests/test_perovskite_parameter_sensitivity.py,tests,Perovskite parameter sensitivity tests,True,564,1f37b14e3b22a718f0099d8bd10d920cd16d568419d7e0da28a04030d299a24e
tests/test_mechanism_specificity.py,tests,Mechanism specificity tests,True,553,de9e035a84cfac889e5ca67596351c3435002c7a85053cbb2402fc6f0fc0f484
tests/test_global_transferability_boundary.py,tests,Transferability boundary tests,True,838,4c82349ef7132157c6821485621123a969b0c2963445e9f094b730590b1e3774
